age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
33,0,24372,HighSchool,West,Silver,frequent,9972,Electronics,0,6,3
36,1,49506,HighSchool,North,Gold,rare,15852,Electronics,0,4,4
37,0,16037,Bachelor,East,Gold,occasional,4280,Electronics,0,4,4
29,0,7564,Bachelor,West,Gold,occasional,2617,Clothing,0,5,4
26,0,18738,HighSchool,South,Regular,occasional,6575,Electronics,0,6,0
32,1,26834,College,South,Regular,occasional,9428,Clothing,1,5,0
35,0,46443,Bachelor,West,Regular,rare,17006,Health,1,6,2
23,0,6773,College,West,Regular,rare,2594,Clothing,0,1,0
27,1,34720,HighSchool,West,Regular,rare,12927,Books,0,6,2
29,1,14559,HighSchool,East,Silver,occasional,4759,Beauty,1,3,3
30,1,18494,HighSchool,South,Regular,occasional,6530,Beauty,0,6,0
24,0,41293,HighSchool,East,Silver,occasional,15121,Food,0,5,1
34,0,37310,College,East,Silver,rare,12876,Electronics,0,6,1
26,0,41769,HighSchool,South,Regular,frequent,13006,Electronics,0,6,2
26,1,40409,College,West,Gold,rare,15082,Books,1,5,4
30,0,41322,Masters,South,Regular,rare,12508,Health,0,6,2
29,0,25904,College,South,Regular,frequent,6556,Electronics,0,3,0
30,1,12267,College,West,Silver,frequent,4348,Electronics,0,2,3
20,1,25206,College,East,Silver,rare,9723,Food,0,4,3
25,1,21561,Bachelor,North,Silver,rare,9511,Food,0,5,3
30,0,48425,Masters,West,Silver,occasional,21668,Clothing,0,6,1
24,0,31639,Masters,East,Regular,occasional,12461,Health,0,5,2
34,1,15065,Bachelor,South,Regular,occasional,5263,Electronics,0,4,0
24,0,5171,HighSchool,South,Regular,rare,1584,Clothing,0,5,0
34,1,43213,HighSchool,South,Silver,frequent,12986,Beauty,1,5,1
29,1,14872,Masters,West,Silver,occasional,4383,Electronics,1,6,3
32,0,32093,College,East,Silver,occasional,10815,Books,0,5,1
29,1,24518,College,South,Silver,occasional,6943,Food,0,6,3
39,0,34231,College,West,Silver,occasional,13079,Electronics,0,4,1
37,1,25795,College,East,Regular,occasional,10506,Electronics,1,4,0
26,0,42408,Bachelor,South,Regular,frequent,11940,Electronics,0,5,2
28,0,39154,Bachelor,East,Silver,rare,15024,Home,0,6,1
34,1,12645,HighSchool,South,Regular,occasional,5641,Books,0,5,0
26,1,48389,College,West,Regular,frequent,16340,Food,1,5,2
31,1,26113,Bachelor,East,Regular,occasional,8605,Food,0,6,0
32,1,18548,College,North,Regular,occasional,6362,Electronics,0,6,0
26,1,41047,College,North,Regular,occasional,16523,Electronics,1,6,2
33,1,35251,Bachelor,East,Silver,occasional,12268,Clothing,1,5,1
25,1,19461,College,East,Regular,occasional,6104,Home,0,3,0
30,0,30263,Bachelor,North,Silver,occasional,10571,Electronics,0,4,1
31,1,14815,College,East,Silver,occasional,5591,Books,0,4,3
36,1,45024,College,East,Silver,occasional,15659,Health,1,3,1
33,1,39543,HighSchool,North,Regular,frequent,15369,Food,1,5,2
30,0,42371,College,West,Silver,rare,13540,Food,0,5,1
30,1,17472,College,East,Silver,rare,5142,Clothing,0,6,3
33,1,21077,College,East,Silver,rare,6543,Books,0,6,3
24,1,8007,Bachelor,West,Silver,rare,2335,Clothing,0,3,3
34,0,34611,Masters,West,Regular,frequent,13052,Clothing,1,3,2
30,1,28495,HighSchool,East,Gold,rare,10403,Beauty,0,6,4
31,1,30912,College,North,Silver,rare,12000,Health,0,5,1
24,0,37175,Bachelor,North,Regular,occasional,10137,Clothing,0,5,2
29,0,29097,HighSchool,West,Regular,frequent,9196,Electronics,1,6,2
35,0,43310,College,South,Regular,occasional,15120,Electronics,0,5,2
28,1,11264,College,East,Regular,frequent,3999,Electronics,1,4,0
25,0,29018,College,West,Regular,rare,9005,Food,0,7,2
33,0,21264,HighSchool,West,Silver,rare,5655,Health,0,7,3
30,1,45070,HighSchool,East,Regular,rare,16935,Clothing,1,6,2
22,0,6131,College,West,Regular,rare,1728,Clothing,0,6,0
32,0,45031,Masters,South,Regular,occasional,15703,Electronics,1,5,2
35,1,20721,College,South,Silver,rare,8177,Food,0,6,3
31,0,38885,HighSchool,North,Gold,frequent,10399,Books,0,4,4
26,1,34551,College,North,Gold,rare,10435,Electronics,0,6,4
19,0,5309,College,West,Regular,frequent,1944,Health,0,4,0
29,0,48792,College,West,Regular,frequent,18728,Books,0,5,2
29,1,14409,College,South,Silver,rare,5523,Food,0,3,3
34,1,36066,Bachelor,North,Silver,occasional,11942,Food,1,4,1
24,0,40624,College,West,Regular,rare,15558,Clothing,0,5,2
21,0,29497,College,East,Regular,occasional,11064,Clothing,0,6,2
24,0,31571,Bachelor,East,Regular,occasional,9285,Clothing,1,4,2
20,1,28149,Masters,North,Regular,occasional,12196,Electronics,0,6,2
25,1,29279,Masters,West,Gold,occasional,10764,Electronics,0,6,4
24,1,27057,Masters,East,Regular,occasional,10977,Beauty,0,4,0
27,1,48533,HighSchool,East,Regular,frequent,16038,Electronics,1,5,2
30,1,44548,Bachelor,South,Silver,occasional,20305,Electronics,0,5,1
27,1,6391,College,East,Gold,rare,2026,Clothing,1,5,4
30,0,6739,College,North,Silver,occasional,2112,Electronics,0,5,3
31,0,15579,Bachelor,North,Silver,rare,5141,Books,1,5,3
28,1,17242,HighSchool,South,Regular,frequent,5527,Clothing,0,7,0
30,1,33055,College,West,Regular,occasional,12280,Home,1,6,2
35,1,13502,Masters,North,Regular,frequent,3148,Electronics,0,5,0
28,0,42874,Bachelor,North,Regular,frequent,18157,Electronics,0,5,2
29,1,11779,College,East,Silver,occasional,4305,Health,0,4,3
27,1,15306,HighSchool,East,Regular,frequent,6146,Clothing,0,5,0
26,1,15593,College,North,Regular,rare,6501,Clothing,0,5,0
27,0,40664,Bachelor,West,Silver,rare,17570,Electronics,1,6,1
37,1,12687,College,West,Regular,occasional,4484,Books,1,6,0
37,1,34319,College,West,Silver,frequent,13148,Health,0,4,1
41,1,18890,HighSchool,East,Gold,occasional,6450,Electronics,0,5,4
30,0,10882,Masters,East,Regular,rare,3890,Home,0,5,0
27,0,37066,Bachelor,East,Regular,occasional,15946,Clothing,0,4,2
22,0,26010,College,North,Regular,frequent,7948,Health,1,5,0
36,1,5775,College,South,Regular,rare,1166,Electronics,1,6,0
32,0,31667,HighSchool,South,Regular,rare,12321,Beauty,0,5,2
35,0,31526,College,North,Regular,rare,10554,Clothing,1,7,2
30,0,6118,Bachelor,South,Regular,occasional,1869,Food,0,4,0
29,0,19452,College,North,Silver,frequent,6738,Electronics,0,3,3
34,0,16558,College,North,Silver,rare,5723,Electronics,0,4,3
22,0,13094,College,East,Silver,frequent,4993,Clothing,0,7,3
33,0,38881,Bachelor,North,Regular,occasional,12260,Clothing,0,5,2
26,0,23722,HighSchool,West,Gold,frequent,7991,Electronics,1,6,4
26,0,33118,College,East,Silver,occasional,10969,Clothing,0,5,1
28,1,10100,Bachelor,East,Silver,occasional,3025,Electronics,0,5,3
31,1,47256,HighSchool,East,Regular,occasional,15176,Electronics,0,3,2
31,0,45132,Bachelor,West,Gold,rare,14432,Electronics,0,5,4
36,1,7875,College,South,Silver,rare,3111,Clothing,0,5,3
33,1,11669,Masters,East,Regular,rare,4916,Clothing,0,6,0
28,1,41680,HighSchool,West,Regular,occasional,17108,Books,0,4,2
29,1,38694,Bachelor,East,Regular,rare,13247,Beauty,0,5,2
29,0,16512,Bachelor,South,Regular,rare,5851,Food,0,5,0
33,0,22952,Bachelor,West,Gold,rare,6051,Electronics,0,4,4
28,1,6245,College,East,Silver,occasional,1718,Home,0,9,3
35,0,19532,Bachelor,North,Regular,frequent,6334,Clothing,1,6,0
36,0,16293,Masters,East,Gold,occasional,5894,Clothing,1,5,4
34,0,17733,Bachelor,East,Regular,occasional,6306,Electronics,0,5,0
29,1,11576,College,East,Silver,rare,4401,Clothing,1,6,3
25,0,12702,Bachelor,West,Regular,rare,5353,Electronics,0,6,0
24,0,37208,College,North,Regular,rare,12763,Books,0,4,2
39,1,40055,College,South,Silver,rare,17092,Books,1,3,1
34,0,16536,Bachelor,East,Silver,occasional,7428,Home,0,4,3
24,0,26823,Masters,North,Gold,rare,8521,Electronics,1,4,4
22,0,39384,HighSchool,North,Silver,occasional,12184,Books,1,5,1
25,0,42296,College,North,Regular,rare,16696,Clothing,0,5,2
32,0,5683,HighSchool,East,Regular,occasional,1789,Electronics,0,4,0
35,0,49780,College,East,Regular,frequent,15590,Electronics,0,5,2
32,0,22232,Masters,South,Regular,rare,7375,Electronics,0,3,0
37,1,41699,Bachelor,North,Regular,frequent,9870,Electronics,0,7,2
29,0,35027,Masters,South,Regular,frequent,14428,Electronics,0,5,2
23,0,38365,Bachelor,East,Silver,rare,12326,Books,0,4,1
34,1,42959,College,West,Regular,occasional,17237,Electronics,0,6,2
29,1,10931,HighSchool,South,Silver,rare,3265,Home,0,6,3
22,1,24266,HighSchool,North,Regular,rare,6919,Electronics,0,6,0
30,1,36797,College,West,Silver,occasional,11506,Electronics,1,5,1
37,1,28020,HighSchool,East,Regular,occasional,10236,Electronics,0,3,2
32,1,16997,College,East,Gold,rare,6246,Health,0,3,4
18,1,49314,HighSchool,North,Regular,frequent,17404,Health,0,5,2
27,1,29285,Masters,East,Regular,occasional,9866,Health,1,5,2
34,0,44875,HighSchool,East,Gold,rare,13970,Food,0,6,4
36,1,48888,Bachelor,South,Regular,rare,16195,Home,0,7,2
17,0,21515,HighSchool,South,Silver,occasional,9280,Clothing,0,5,3
29,0,7999,College,West,Regular,rare,2475,Books,1,5,0
34,1,10021,Bachelor,East,Regular,rare,3266,Electronics,1,5,0
33,1,35781,Bachelor,West,Silver,rare,12494,Food,0,6,1
30,0,22221,Masters,West,Regular,occasional,7069,Health,1,5,0
29,1,17307,College,West,Regular,rare,5586,Clothing,0,5,0
25,1,31382,College,East,Silver,rare,10936,Books,0,5,1
24,1,40191,College,West,Regular,rare,13783,Electronics,0,5,2
25,1,46851,College,West,Regular,rare,18269,Health,1,4,2
32,1,48582,Masters,East,Regular,rare,15813,Electronics,0,4,2
28,1,15603,Bachelor,North,Regular,frequent,5111,Electronics,0,5,0
31,1,13882,Bachelor,East,Silver,occasional,4084,Books,0,5,3
35,0,47436,Bachelor,South,Regular,rare,20692,Books,0,4,2
24,0,17308,College,West,Regular,rare,5496,Beauty,0,7,0
34,1,33115,HighSchool,East,Regular,rare,9835,Electronics,0,4,2
39,1,39397,Bachelor,North,Silver,occasional,13588,Clothing,0,5,1
30,1,38004,HighSchool,West,Silver,occasional,11508,Clothing,0,5,1
29,0,23205,College,East,Regular,occasional,8276,Food,0,5,0
25,0,41391,College,South,Regular,occasional,12369,Electronics,0,6,2
21,0,24477,College,North,Gold,rare,8244,Electronics,0,4,4
28,1,35142,College,West,Silver,frequent,13280,Clothing,1,6,1
28,1,46336,Bachelor,East,Regular,rare,14378,Books,1,3,2
28,1,19037,College,East,Silver,occasional,6596,Clothing,0,5,3
25,1,17016,Masters,South,Silver,rare,5586,Food,1,5,3
40,0,34336,Bachelor,South,Silver,rare,11548,Food,0,6,1
25,1,17933,HighSchool,East,Regular,frequent,6712,Electronics,0,5,0
26,1,8945,HighSchool,West,Gold,rare,2543,Books,0,5,4
19,0,15450,Bachelor,East,Regular,rare,5886,Books,0,4,0
24,1,19493,Bachelor,West,Silver,occasional,7457,Food,0,6,3
32,0,17256,College,East,Silver,rare,5526,Books,0,4,3
30,1,26114,Bachelor,West,Silver,occasional,10576,Clothing,0,5,3
21,0,48276,HighSchool,East,Silver,frequent,18949,Food,0,5,1
27,0,49236,College,West,Silver,frequent,15436,Books,0,4,1
32,0,5010,Bachelor,North,Regular,frequent,2107,Clothing,1,7,0
20,0,48328,College,South,Gold,frequent,15458,Health,0,5,4
27,0,28884,Bachelor,East,Silver,rare,11874,Clothing,1,4,1
36,0,10736,College,West,Silver,occasional,3601,Home,0,4,3
37,1,18940,HighSchool,West,Regular,rare,6038,Electronics,0,6,0
32,1,44306,Bachelor,West,Regular,frequent,14839,Electronics,1,5,2
35,0,36164,College,West,Regular,rare,16440,Home,0,5,2
27,1,7479,College,South,Regular,occasional,2057,Electronics,0,6,0
20,0,30182,Bachelor,West,Gold,occasional,12087,Clothing,0,5,4
30,1,10840,College,West,Regular,rare,4304,Clothing,1,5,0
33,1,43685,HighSchool,South,Regular,rare,16508,Clothing,0,6,2
34,0,41993,HighSchool,West,Regular,frequent,13903,Books,0,5,2
30,0,36331,College,South,Silver,occasional,11800,Health,0,8,1
33,0,5356,College,East,Regular,rare,1952,Books,0,4,0
31,0,8649,College,East,Silver,occasional,3848,Electronics,1,4,3
31,0,30674,College,East,Regular,frequent,11487,Clothing,0,4,2
32,0,12598,HighSchool,North,Regular,rare,4081,Books,0,6,0
32,1,30584,College,North,Regular,rare,10398,Beauty,1,5,2
28,1,40023,Bachelor,East,Regular,rare,15495,Books,0,4,2
29,0,6036,College,East,Regular,occasional,1808,Books,1,5,0
29,1,26236,College,East,Regular,rare,10682,Electronics,1,5,0
30,1,18793,Bachelor,North,Silver,rare,7098,Books,0,4,3
29,1,18384,College,West,Regular,frequent,7115,Electronics,0,4,0
21,1,42799,HighSchool,North,Gold,occasional,14530,Electronics,0,6,4
30,0,41569,College,South,Regular,rare,16309,Electronics,0,6,2
34,1,30229,College,East,Regular,frequent,12851,Books,0,6,2
35,1,36912,College,South,Regular,rare,12532,Books,0,7,2
34,1,43115,Bachelor,East,Regular,rare,16243,Electronics,0,6,2
29,0,11343,Bachelor,East,Regular,rare,4273,Books,0,5,0
31,0,35991,College,East,Regular,occasional,11957,Electronics,0,6,2
30,0,25425,Bachelor,East,Regular,occasional,8744,Books,0,4,0
29,0,29213,Masters,East,Silver,occasional,12370,Clothing,0,5,1
26,0,26951,Bachelor,West,Silver,rare,8277,Home,0,5,3
36,0,44243,College,North,Regular,rare,18587,Home,0,4,2
29,1,14525,College,East,Regular,frequent,5780,Home,1,5,0
34,1,26976,Bachelor,East,Silver,occasional,9958,Food,0,7,3
31,0,18951,College,South,Regular,rare,5701,Food,1,4,0
27,1,19226,Masters,East,Regular,rare,6663,Books,1,5,0
33,0,26449,College,East,Regular,rare,9820,Electronics,0,7,0
21,1,40376,Bachelor,West,Regular,frequent,15849,Clothing,0,3,2
32,1,34974,HighSchool,East,Gold,rare,13802,Books,0,5,4
23,1,11439,College,North,Silver,rare,4845,Clothing,0,6,3
29,0,35081,College,North,Regular,rare,13949,Books,0,5,2
33,0,27767,HighSchool,West,Silver,rare,8126,Books,0,4,3
26,0,24619,HighSchool,East,Regular,rare,10011,Health,0,5,0
29,1,39974,Bachelor,East,Regular,frequent,15314,Clothing,1,5,2
33,1,40268,Bachelor,South,Regular,rare,16203,Electronics,0,6,2
33,0,7999,Masters,North,Regular,occasional,3076,Books,0,7,0
32,1,48613,HighSchool,North,Regular,frequent,18941,Food,1,6,2
31,0,25471,College,West,Regular,rare,10201,Electronics,0,5,0
27,1,18619,Bachelor,South,Regular,rare,7563,Electronics,1,4,0
33,1,5457,College,South,Regular,rare,1840,Home,0,5,0
25,0,41139,HighSchool,East,Regular,rare,13444,Clothing,0,5,2
24,1,21229,Bachelor,South,Regular,occasional,6378,Food,0,5,0
27,0,33673,Bachelor,West,Regular,occasional,11404,Food,1,5,2
36,0,41625,College,East,Silver,frequent,15012,Electronics,1,4,1
32,1,43320,Masters,South,Silver,rare,15665,Health,0,5,1
25,0,36197,College,East,Gold,rare,14547,Home,0,6,4
37,1,31850,HighSchool,West,Silver,rare,12764,Electronics,1,6,1
27,0,42189,College,East,Regular,rare,12879,Food,1,5,2
33,0,9104,Masters,East,Regular,rare,3358,Clothing,0,5,0
22,0,48910,Bachelor,South,Regular,rare,15996,Electronics,1,5,2
30,0,8150,HighSchool,West,Silver,frequent,2568,Clothing,1,6,3
24,0,25273,HighSchool,East,Regular,occasional,8584,Beauty,1,4,0
31,1,9000,College,South,Gold,rare,3232,Electronics,1,6,4
29,0,10097,HighSchool,West,Silver,occasional,3876,Electronics,1,7,3
34,0,38526,Bachelor,North,Gold,rare,12437,Clothing,1,5,4
38,1,28727,College,West,Gold,rare,12367,Food,0,5,4
34,0,7715,College,West,Regular,rare,2448,Health,0,6,0
35,1,28041,Bachelor,East,Silver,rare,8050,Home,1,3,1
28,0,22116,HighSchool,West,Regular,frequent,10064,Beauty,1,6,0
31,1,38596,Bachelor,West,Regular,rare,16307,Books,0,5,2
36,1,21536,College,West,Regular,rare,6686,Clothing,1,7,0
25,0,47740,College,North,Regular,frequent,15649,Books,0,5,2
30,1,37544,Bachelor,South,Gold,frequent,13419,Beauty,0,5,4
27,0,21070,Bachelor,East,Regular,rare,7707,Food,0,5,0
36,1,7025,HighSchool,East,Silver,occasional,2295,Electronics,0,6,3
29,1,34430,College,South,Regular,occasional,13163,Clothing,1,5,2
34,1,22353,College,East,Gold,rare,8298,Beauty,0,7,4
38,1,15915,College,East,Silver,rare,6340,Clothing,1,6,3
30,0,29375,Masters,West,Regular,occasional,9115,Clothing,1,4,2
25,0,20290,HighSchool,North,Silver,rare,6657,Clothing,0,4,3
29,1,19990,College,North,Silver,rare,8083,Electronics,0,5,3
26,0,39714,College,West,Regular,frequent,13451,Electronics,1,5,2
25,0,40400,College,South,Regular,occasional,13410,Food,0,5,2
28,1,26768,Bachelor,North,Gold,rare,9664,Clothing,1,6,4
38,0,45226,College,South,Silver,rare,14457,Beauty,1,4,1
32,1,31607,HighSchool,North,Regular,rare,10722,Books,0,6,2
31,1,25414,Bachelor,North,Regular,rare,11143,Beauty,0,4,0
22,1,21137,College,South,Regular,rare,8484,Clothing,1,4,0
24,0,17042,Bachelor,East,Gold,rare,7160,Health,0,6,4
32,1,28280,College,East,Regular,occasional,10885,Electronics,0,4,2
26,0,26816,College,East,Silver,frequent,11568,Health,0,5,3
32,1,24914,HighSchool,West,Regular,occasional,9042,Electronics,0,6,0
19,0,14191,College,East,Regular,rare,4965,Clothing,0,4,0
33,1,12867,College,West,Regular,rare,4842,Electronics,0,6,0
35,1,48441,College,North,Regular,frequent,19372,Electronics,0,7,2
33,1,30716,College,South,Silver,rare,13477,Clothing,0,4,1
32,1,45129,Bachelor,North,Gold,rare,18089,Electronics,0,6,4
26,1,31740,College,West,Regular,frequent,12576,Electronics,0,5,2
32,1,35628,Bachelor,South,Gold,rare,12482,Electronics,0,5,4
36,0,25505,HighSchool,West,Silver,rare,6320,Clothing,0,4,3
36,0,47236,College,West,Regular,rare,18429,Electronics,0,5,2
32,0,17140,HighSchool,West,Regular,occasional,5181,Clothing,0,5,0
29,1,23933,Bachelor,South,Regular,frequent,9325,Books,1,4,0
27,0,33656,College,South,Regular,rare,11551,Clothing,0,7,2
21,0,35195,HighSchool,North,Regular,rare,11981,Health,1,5,2
21,1,38566,College,West,Regular,frequent,14040,Books,0,4,2
37,0,36396,Masters,North,Regular,rare,10212,Health,1,4,2
30,1,42052,Bachelor,West,Silver,rare,14589,Health,0,6,1
29,0,24409,College,South,Regular,rare,9294,Electronics,1,6,0
28,1,28045,College,East,Regular,rare,8872,Books,0,6,2
26,1,38215,HighSchool,West,Regular,rare,12420,Food,0,6,2
33,0,31100,College,East,Regular,rare,13242,Books,0,6,2
33,1,33764,Bachelor,South,Regular,rare,9580,Health,0,6,2
21,0,46354,Bachelor,North,Regular,rare,17139,Health,1,4,2
42,0,35954,Masters,East,Regular,rare,14716,Clothing,0,6,2
29,0,15534,College,North,Silver,occasional,5312,Food,1,4,3
33,0,13883,Masters,East,Regular,rare,5197,Clothing,1,4,0
31,0,35580,Masters,West,Regular,occasional,11760,Food,0,5,2
26,1,23019,Bachelor,East,Regular,frequent,8452,Books,0,4,0
29,0,14830,Bachelor,East,Silver,rare,4611,Clothing,0,5,3
27,0,11112,College,North,Regular,frequent,3728,Beauty,0,5,0
30,0,45777,HighSchool,West,Silver,rare,18663,Food,0,6,1
36,0,29406,College,East,Regular,occasional,10371,Clothing,0,6,2
25,1,45904,HighSchool,West,Regular,occasional,17742,Electronics,0,6,2
31,1,27717,Bachelor,South,Regular,rare,8350,Books,0,6,2
33,1,20099,Bachelor,East,Silver,rare,7768,Clothing,0,5,3
28,0,26777,Masters,South,Silver,rare,10562,Electronics,0,3,3
26,0,30002,College,West,Regular,rare,10830,Electronics,1,6,2
33,0,9490,Bachelor,South,Silver,occasional,2320,Electronics,0,5,3
30,1,40333,College,South,Silver,rare,14158,Electronics,0,7,1
26,0,8054,College,East,Regular,occasional,2696,Electronics,1,5,0
30,1,8996,College,West,Regular,rare,3667,Books,0,6,0
27,0,10440,College,North,Silver,occasional,3407,Clothing,1,5,3
31,1,37511,Bachelor,East,Regular,frequent,13218,Health,1,5,2
31,1,25384,College,West,Silver,frequent,9142,Electronics,0,4,3
29,0,6008,HighSchool,East,Regular,rare,2074,Electronics,0,4,0
34,1,38718,College,West,Regular,frequent,12123,Electronics,0,5,2
30,0,5317,College,East,Regular,rare,1745,Clothing,0,4,0
30,0,45710,College,South,Silver,rare,19537,Electronics,0,6,1
28,1,45921,Bachelor,South,Gold,rare,16714,Electronics,0,5,4
33,0,40702,Bachelor,North,Gold,occasional,10094,Electronics,1,5,4
28,1,28890,College,South,Regular,rare,12312,Electronics,0,5,2
31,1,36880,College,West,Silver,rare,12055,Electronics,0,3,1
29,1,8540,College,North,Regular,rare,2999,Electronics,1,5,0
29,1,8085,College,West,Regular,rare,2662,Electronics,1,6,0
29,0,27518,HighSchool,East,Regular,occasional,10657,Electronics,0,4,0
38,1,38797,College,North,Regular,rare,14696,Clothing,0,6,2
18,1,16031,HighSchool,North,Regular,rare,5800,Electronics,0,5,0
24,0,30596,College,West,Regular,rare,11327,Home,1,6,2
29,0,13850,HighSchool,South,Silver,occasional,4537,Books,0,5,3
27,0,35120,Masters,North,Regular,occasional,12078,Electronics,1,5,2
26,0,49113,Bachelor,West,Silver,frequent,18600,Books,0,5,1
30,0,33850,HighSchool,West,Regular,occasional,12559,Books,1,5,2
34,1,40721,Bachelor,North,Regular,rare,13563,Electronics,0,4,2
29,0,49679,College,South,Silver,rare,16502,Books,0,4,1
27,1,13528,Bachelor,West,Silver,occasional,4836,Books,0,6,3
32,1,7546,Masters,South,Regular,frequent,2242,Electronics,0,5,0
32,0,33956,College,South,Regular,rare,9453,Food,0,5,2
27,1,38270,HighSchool,North,Silver,occasional,13084,Electronics,0,6,1
31,0,10757,College,West,Regular,rare,3396,Electronics,1,5,0
28,0,32399,Bachelor,South,Silver,rare,9955,Clothing,0,6,1
24,1,20030,Masters,South,Regular,rare,8648,Electronics,1,3,0
27,1,27972,College,West,Silver,occasional,8713,Electronics,0,8,1
29,1,6612,Bachelor,East,Silver,rare,2713,Food,1,5,3
30,1,38829,Bachelor,South,Regular,rare,15221,Food,1,8,2
20,1,27578,College,East,Silver,frequent,9346,Food,0,5,3
25,1,41054,HighSchool,West,Regular,rare,8945,Clothing,0,5,2
27,0,34843,College,East,Regular,rare,14370,Beauty,1,6,2
25,1,42776,College,East,Regular,occasional,14877,Electronics,0,4,2
31,1,8651,College,West,Regular,rare,3319,Electronics,0,6,0
30,1,14751,College,East,Regular,frequent,6744,Electronics,1,5,0
32,1,18820,College,East,Silver,frequent,7654,Clothing,0,3,3
27,0,43438,Bachelor,North,Regular,frequent,15543,Electronics,1,6,2
33,0,9457,Masters,West,Silver,frequent,3583,Electronics,0,5,3
23,0,37936,Bachelor,West,Regular,frequent,12091,Books,1,6,2
22,1,46198,College,East,Silver,occasional,16415,Books,0,6,1
36,1,41638,Masters,West,Gold,occasional,15445,Clothing,0,3,4
38,1,46609,Bachelor,East,Regular,frequent,20447,Electronics,0,5,2
30,0,5931,Bachelor,North,Silver,rare,2217,Home,0,4,3
26,0,46870,College,North,Regular,rare,11817,Health,1,5,2
30,0,46094,HighSchool,West,Regular,rare,13705,Books,0,6,2
26,1,26975,HighSchool,South,Silver,occasional,11244,Clothing,0,6,3
32,0,38694,College,South,Regular,rare,15707,Electronics,1,4,2
28,0,34365,Bachelor,North,Silver,rare,11361,Electronics,1,6,1
27,0,33428,College,West,Regular,rare,10776,Food,1,5,2
29,0,7522,Bachelor,South,Regular,occasional,3216,Electronics,0,5,0
36,1,12532,College,South,Regular,frequent,3793,Health,0,6,0
18,1,24879,Masters,South,Gold,rare,7037,Books,1,6,4
35,0,45878,College,North,Regular,rare,18298,Health,0,5,2
32,1,35704,Bachelor,North,Regular,rare,11354,Clothing,1,7,2
31,0,19769,College,North,Silver,rare,7795,Food,0,4,3
26,0,23817,College,East,Regular,rare,9602,Health,0,3,0
35,0,25553,College,East,Regular,rare,12787,Electronics,0,4,0
31,0,7079,College,South,Regular,rare,2563,Health,0,6,0
26,0,49449,Masters,North,Regular,rare,18581,Clothing,0,4,2
32,1,40117,College,West,Regular,rare,11538,Books,1,5,2
35,1,12428,HighSchool,East,Silver,occasional,4252,Food,1,5,3
23,0,19856,College,West,Regular,occasional,7470,Electronics,0,8,0
26,0,34931,Bachelor,West,Gold,frequent,12312,Health,0,5,4
32,1,32611,College,West,Regular,rare,12627,Electronics,0,5,2
38,1,9501,HighSchool,East,Regular,rare,2604,Electronics,0,5,0
24,0,34529,Bachelor,South,Silver,rare,12232,Books,0,6,1
37,1,7128,College,East,Gold,frequent,2915,Beauty,0,5,4
29,1,19021,College,East,Regular,rare,7038,Electronics,1,6,0
34,0,26730,Bachelor,East,Silver,occasional,8926,Books,1,5,3
31,1,49591,HighSchool,East,Regular,occasional,16214,Health,0,3,2
32,0,26377,College,West,Regular,occasional,9382,Books,0,6,0
26,0,11005,HighSchool,North,Regular,rare,4484,Electronics,0,6,0
33,0,16257,College,South,Regular,frequent,5652,Electronics,0,4,0
17,0,49815,College,West,Silver,occasional,15957,Clothing,1,5,1
34,1,5875,College,West,Regular,occasional,1972,Electronics,0,5,0
33,1,28556,Bachelor,North,Regular,occasional,10073,Electronics,0,5,2
33,0,42776,College,North,Regular,rare,13393,Electronics,0,5,2
33,1,9245,College,South,Silver,occasional,2896,Food,0,5,3
28,0,35309,HighSchool,South,Regular,frequent,11351,Beauty,0,6,2
22,1,38053,College,North,Silver,rare,10131,Electronics,1,5,1
30,1,46028,College,East,Silver,frequent,13316,Electronics,1,6,1
33,1,23138,Bachelor,East,Regular,rare,7556,Electronics,0,4,0
34,1,8136,College,South,Regular,rare,2708,Beauty,1,3,0
37,1,22488,HighSchool,South,Silver,rare,6057,Electronics,0,4,3
27,1,8623,College,East,Silver,rare,3506,Clothing,1,4,3
28,1,8343,Masters,West,Regular,occasional,2653,Electronics,0,6,0
32,1,38768,College,East,Silver,occasional,13094,Home,0,6,1
21,0,13633,College,East,Regular,frequent,4098,Electronics,0,5,0
34,0,32763,College,East,Silver,frequent,13800,Health,0,6,1
29,1,28459,College,East,Gold,rare,10376,Electronics,1,5,4
34,1,31501,HighSchool,North,Silver,rare,16301,Health,0,6,1
25,0,37993,HighSchool,East,Silver,rare,14759,Clothing,1,6,1
31,1,43731,Bachelor,East,Regular,rare,14917,Clothing,1,2,2
26,1,47462,Masters,North,Regular,frequent,15128,Health,0,5,2
27,0,49076,HighSchool,West,Regular,rare,20226,Electronics,1,5,2
32,1,37261,College,West,Regular,occasional,15157,Books,1,4,2
35,1,6762,College,West,Regular,occasional,2701,Health,0,6,0
29,1,16730,HighSchool,North,Silver,frequent,6871,Electronics,0,6,3
28,0,5652,College,West,Regular,rare,1529,Clothing,1,5,0
29,0,41752,Bachelor,South,Gold,rare,17833,Food,0,6,4
32,0,33251,College,East,Silver,rare,10985,Books,1,5,1
31,0,8454,HighSchool,East,Silver,rare,3293,Electronics,1,4,3
23,1,30480,College,North,Regular,occasional,12368,Books,0,4,2
33,1,22561,Bachelor,East,Gold,rare,7354,Books,1,6,4
